feature,importance
re_fcst_err_dm1_mean,57
p_jb_jb_dm7_std,57
wind_actual_jn_dm1_std,56
bnd_wind_forecast_boundary_jn_day_mean,56
gas_actual_jn_dm1_std,56
p_jb_nd_jb_dm7_min,56
pv_actual_jb_dm1_mean,55
p_jb_nd_jb_dm2_std,55
p_jb_nd_jb_dm2_max,54
bnd_gas_plan_boundary_jb_day_mean,54
p_jb_nd_jb_dm1_min,54
da_jb_nd_jb_day_mean,53
bnd_reserve_positive_day_mean,53
p_jb_jb_dm7_max,53
rt_jb_nd_jb_dm1_max,52
bnd_load_forecast_boundary_day_mean,52
da_floor_rate,52
dm1_spread_jb_std,52
vol_7d_rt_jb,51
da_jn_nd_jn_day_mean,51
p_jb_nd_jb_dm1_max,51
bnd_pv_forecast_boundary_jn_day_mean,51
vol_7d_da_jb,51
receive_actual_dm1_mean,50
receive_actual_dm1_std,50
re_total_day_mean,49
da_day_std,49
p_jb_nd_jb_dm2_min,49
bnd_pv_forecast_boundary_jb_day_std,49
dm1_spread_jn_abs_mean,48
p_jb_nd_jb_dm7_mean,48
dm1_spread_jn_std,48
bnd_wind_forecast_boundary_jn_day_std,48
bnd_gas_plan_boundary_jb_diff,48
load_actual_dm1_std,48
p_jb_nd_jb_dm7_max,46
dm1_spread_jb_mean,46
bnd_pv_forecast_boundary_jb_day_mean,46
rt_jb_jb_dm2_max,45
trend_7d_rt_jb,45
trend_7d_da_jb,45
net_load_day_std,45
pv_actual_jn_dm1_mean,45
rt_jn_nd_jn_dm2_max,44
wind_actual_jb_dm1_std,44
net_load_actual_dm1_mean,44
p_jn_nd_jn_dm7_max,44
p_jn_jn_dm1_mean,43
da_day_median,43
rt_jn_nd_jn_dm1_std,43
bnd_load_forecast_boundary_day_std,42
p_jn_nd_jn_dm7_mean,42
p_jn_jn_dm7_mean,41
p_jb_jb_dm2_std,41
p_jn_nd_jn_dm2_mean,40
rt_target_3d_avg,40
p_jb_nd_jb_dm7_std,40
rt_jn_nd_jn_dm2_std,39
p_jn_nd_jn_dm2_std,38
p_jn_nd_jn_dm2_min,38
p_jn_nd_jn_dm2_max,38
p_jb_jb_dm1_mean,37
p_jn_nd_jn_dm1_std,37
pv_actual_jn_dm1_std,37
p_jb_jb_dm2_mean,37
net_load_day_mean,37
p_jn_jn_dm2_mean,37
hh_rt_jn_floor_rate_7d,36
p_jn_nd_jn_dm1_max,36
p_jb_jb_dm2_max,36
p_jb_jb_dm1_std,35
rt_jb_jb_dm2_mean,35
rt_jb_jb_dm1_std,34
p_jb_jb_dm1_max,34
p_jb_jb_dm7_mean,34
rt_jn_nd_jn_dm1_max,33
p_jn_nd_jn_dm1_mean,33
rt_jn_jn_dm1_std,33
bnd_pv_forecast_boundary_jn_day_std,33
rt_jb_nd_jb_dm1_min,33
bnd_receive_plan_boundary_day_std,32
rt_jn_jn_dm2_mean,32
rt_jb_nd_jb_dm2_max,32
p_jn_nd_jn_dm7_min,31
rt_jb_jb_dm1_mean,30
net_load_actual_dm1_min,30
hh_rt_target_floor_rate_7d,30
p_jb_nd_jb_dm1_std,30
da_day_range,29
rt_jb_jb_dm1_max,29
hh_da_floor_rate_7d,28
p_jb_nd_jb_dm1_mean,27
pv_actual_jb_dm1_std,27
rt_jn_jn_dm1_mean,27
re_penetration_actual_dm1,27
da_day_max,26
bnd_reserve_negative_day_std,26
dow,26
p_jb_jb_3d_avg,25
rt_jb_nd_jb_dm2_mean,25
rt_jb_nd_jb_dm1_mean,24
rt_jn_nd_jn_dm2_min,24
rt_jb_nd_jb_dm2_min,23
p_jn_jn_dm7_min,23
rt_jn_nd_jn_dm1_floor_rate,22
p_jn_nd_jn_3d_avg,21
p_jb_nd_jb_dm2_mean,21
p_jn_jn_dm1_min,20
rt_jn_jn_dm2_floor_rate,20
p_jb_nd_jb_3d_avg,20
rt_jb_jb_dm1_floor_rate,20
rt_jn_jn_dm1_floor_rate,19
p_jn_jn_dm2_max,19
rt_jn_nd_jn_dm1_mean,18
p_jn_jn_dm7_max,17
p_jn_jn_dm1_max,17
p_jn_nd_jn_dm1_min,16
hh_rt_jb_floor_rate_7d,16
rt_jn_nd_jn_dm1_min,15
dm1_da_floor_rate,15
p_jb_jb_dm7_min,15
rt_jn_jn_dm1_max,15
rt_jb_jb_dm2_min,14
rt_jn_nd_jn_dm2_mean,14
rt_jn_jn_dm2_max,14
p_jn_jn_dm2_min,14
rt_jn_jn_dm1_spike_rate,13
rt_jb_nd_jb_dm2_floor_rate,13
rt_jb_jb_dm2_floor_rate,13
rt_jn_nd_jn_dm2_floor_rate,10
rt_jb_nd_jb_dm1_floor_rate,10
rt_jb_jb_dm1_spike_rate,10
rt_jb_nd_jb_dm1_spike_rate,9
rt_jb_nd_jb_dm2_spike_rate,6
rt_jb_jb_dm1_min,6
rt_jn_jn_dm1_min,6
rt_jn_nd_jn_dm1_spike_rate,5
p_jb_jb_dm2_min,5
rt_jn_jn_dm2_spike_rate,5
da_spike_rate,5
rt_jn_nd_jn_dm2_spike_rate,5
dm1_rt_floor_rate,5
rt_jn_jn_dm2_min,5
p_jb_jb_dm1_min,4
month,4
dm1_rt_spike_rate,3
da_day_min,3
dm1_da_spike_rate,3
rt_jb_jb_dm2_spike_rate,3
dm1_rt_floor_count,3
is_weekend,1
