feature,importance
bnd_reserve_positive,559
bnd_reserve_negative,444
bnd_load_forecast_boundary_day_mean,421
bnd_gas_plan_boundary_jn,341
bnd_load_forecast_boundary,333
bnd_wind_forecast_boundary_jn_rank,323
hh_index,319
bnd_load_forecast_boundary_rank,292
p_jn_jn_dm7_same_hh_diff,288
p_jb_nd_jb_dm2_same_hh,287
net_load,283
bnd_load_forecast_boundary_day_std,282
bnd_wind_forecast_boundary_jb_rank,279
bnd_receive_plan_boundary,278
re_total,266
p_jb_jb_dm1_same_hh_diff,251
bnd_pv_forecast_boundary_jb_rank,235
re_penetration,233
p_jb_nd_jb_dm1_same_hh,231
bnd_wind_forecast_boundary_jb_diff,231
p_jn_nd_jn_dm7_same_hh,229
bnd_pv_forecast_boundary_jb_diff,220
p_jn_nd_jn_dm1_same_hh,219
bnd_load_forecast_boundary_diff,214
bnd_reserve_positive_rank,213
p_jn_jn_dm2_same_hh_diff,211
bnd_wind_forecast_boundary_jb,206
bnd_receive_plan_boundary_rank,189
bnd_gas_plan_boundary_jb_rank,187
p_jb_jb_dm1_same_hh,184
bnd_wind_forecast_boundary_jn_diff,177
p_jn_jn_dm1_same_hh_diff,172
p_jb_jb_dm2_same_hh_diff,167
p_jn_nd_jn_dm2_same_hh,164
bnd_wind_forecast_boundary_jn,163
bnd_gas_plan_boundary_jb,161
p_jb_jb_dm7_same_hh_diff,161
bnd_pv_forecast_boundary_jb,155
p_jb_nd_jb_dm1_same_hh_diff,154
bnd_reserve_negative_rank,153
p_jb_nd_jb_dm7_same_hh,150
bnd_receive_plan_boundary_diff,148
bnd_reserve_positive_diff,148
bnd_reserve_positive_day_mean,145
bnd_gas_plan_boundary_jn_rank,144
p_jb_nd_jb_3d_trend,137
net_load_rank,137
bnd_pv_forecast_boundary_jn_rank,137
p_jb_nd_jb_dm7_same_hh_diff,136
p_jb_nd_jb_dm2_same_hh_diff,136
p_jn_nd_jn_dm7_same_hh_diff,133
p_jn_nd_jn_dm1_same_hh_diff,129
p_jn_jn_dm1_same_hh,122
bnd_receive_plan_boundary_day_std,118
p_jb_jb_dm7_same_hh,115
bnd_pv_forecast_boundary_jn,114
p_jb_jb_dm2_same_hh,110
p_jn_jn_dm7_same_hh,109
p_jn_jn_dm2_same_hh,107
p_jn_nd_jn_dm7_max,106
p_jn_nd_jn_dm2_same_hh_diff,106
p_jn_jn_dm7_std,93
bnd_gas_plan_boundary_jb_day_std,92
p_jb_jb_3d_trend,91
p_jb_nd_jb_dm1_max,88
bnd_wind_forecast_boundary_jn_day_std,87
p_jn_nd_jn_3d_trend,84
p_jb_jb_dm1_std,82
bnd_reserve_positive_day_std,82
bnd_receive_plan_boundary_day_mean,81
bnd_reserve_negative_diff,80
p_jn_nd_jn_dm7_std,77
p_jb_nd_jb_3d_avg,77
p_jb_jb_dm1_max,76
p_jb_nd_jb_dm2_mean,76
bnd_pv_forecast_boundary_jn_diff,75
p_jb_jb_dm2_mean,75
bnd_wind_forecast_boundary_jb_day_mean,74
p_jn_jn_3d_trend,74
p_jn_nd_jn_dm7_min,73
net_load_day_std,73
p_jn_nd_jn_dm1_max,71
p_jb_jb_dm7_std,68
p_jn_nd_jn_3d_avg,68
bnd_gas_plan_boundary_jn_day_std,65
p_jb_jb_dm7_mean,65
p_jn_nd_jn_dm2_min,64
bnd_gas_plan_boundary_jb_day_mean,64
bnd_wind_forecast_boundary_jb_day_std,61
bnd_gas_plan_boundary_jn_diff,59
bnd_reserve_negative_day_mean,59
bnd_wind_forecast_boundary_jn_day_mean,56
p_jb_jb_dm1_mean,53
bnd_pv_forecast_boundary_jb_day_mean,52
p_jn_jn_dm2_std,52
p_jn_jn_dm2_mean,51
p_jn_jn_dm1_mean,51
p_jb_nd_jb_dm7_max,50
p_jb_nd_jb_dm7_min,50
p_jb_nd_jb_dm1_mean,48
net_load_day_mean,48
p_jb_nd_jb_dm2_std,47
bnd_gas_plan_boundary_jb_diff,47
re_total_day_mean,47
p_jb_jb_dm7_max,46
p_jb_jb_3d_avg,46
bnd_reserve_negative_day_std,45
p_jn_jn_3d_avg,45
p_jb_nd_jb_dm2_min,44
bnd_pv_forecast_boundary_jn_day_std,44
p_jn_nd_jn_dm2_mean,44
p_jn_nd_jn_dm2_max,44
p_jn_jn_dm1_std,42
p_jb_nd_jb_dm7_std,42
p_jb_nd_jb_dm1_min,42
p_jb_nd_jb_dm2_max,41
p_jn_nd_jn_dm1_mean,41
p_jn_nd_jn_dm1_std,40
bnd_gas_plan_boundary_jn_day_mean,40
p_jb_nd_jb_dm1_std,38
p_jn_jn_dm7_mean,37
p_jn_jn_dm2_min,37
p_jn_nd_jn_dm2_std,36
p_jn_jn_dm2_max,35
p_jn_jn_dm1_max,35
bnd_pv_forecast_boundary_jb_day_std,34
p_jb_jb_dm2_std,34
p_jn_nd_jn_dm7_mean,32
p_jb_jb_dm2_min,31
dow,31
bnd_pv_forecast_boundary_jn_day_mean,30
p_jb_jb_dm2_max,30
p_jb_nd_jb_dm7_mean,28
hh_floor_rate_7d,25
p_jn_nd_jn_dm1_min,24
p_jn_jn_dm7_max,19
dm1_floor_rate,17
p_jn_jn_dm1_min,15
p_jn_jn_dm7_min,15
dm1_spike_rate,14
p_jb_jb_dm7_min,14
p_jb_jb_dm1_min,6
is_weekend,5
month,4
dm1_floor_count,4
