feature,importance
bnd_load_forecast_boundary_diff,25
hh_rt_target_floor_rate_7d,25
p_jb_jb_dm2_same_hh_diff,25
p_jb_jb_dm2_same_hh,25
dm1_spread_jn_mean,25
rt_jb_jb_dm2_same_hh,25
da_jn_nd_jn_day_mean,25
net_load_day_std,24
dm1_spread_jb_abs_mean,24
bnd_pv_forecast_boundary_jn,23
p_jn_jn_dm7_max,23
p_jn_jn_3d_avg,23
p_jb_nd_jb_dm2_min,23
p_jb_nd_jb_dm7_max,22
p_jn_jn_dm7_mean,22
bnd_receive_plan_boundary_day_mean,22
p_jn_jn_dm2_min,22
p_jb_jb_dm2_mean,21
net_load_actual_dm1_mean,21
rt_jn_nd_jn_dm2_min,21
vol_7d_rt_jn,21
bnd_pv_forecast_boundary_jn_day_mean,21
p_jn_jn_dm2_mean,20
rt_jb_nd_jb_dm2_max,20
p_jb_jb_dm2_max,20
rt_jn_nd_jn_dm2_max,20
bnd_reserve_positive_diff,20
p_jn_jn_dm2_std,20
bnd_gas_plan_boundary_jn_day_std,19
bnd_wind_forecast_boundary_jb_day_mean,19
p_jb_jb_dm1_mean,19
p_jn_nd_jn_dm7_mean,19
p_jb_jb_dm1_same_hh,19
rt_jb_nd_jb_dm1_max,19
bnd_load_forecast_boundary_day_std,18
bnd_receive_plan_boundary_day_std,18
rt_jb_nd_jb_dm2_std,18
rt_jb_nd_jb_dm2_min,18
gas_actual_jn_dm1_std,18
wind_actual_jb_dm1_mean,18
receive_actual_dm1_mean,18
p_jn_nd_jn_dm7_min,18
wind_actual_jn_dm1_mean,18
bnd_pv_forecast_boundary_jb_day_mean,17
da_day_range,17
bnd_gas_plan_boundary_jb_day_mean,17
p_jb_jb_dm1_same_hh_diff,17
p_jn_nd_jn_dm1_min,17
pv_actual_jn_dm1_std,17
da_day_std,16
da_jb_nd_jb_day_mean,16
da_jb_jb_day_mean,16
pv_actual_jn_dm1_mean,16
p_jb_jb_dm2_std,16
p_jn_jn_3d_trend,16
p_jb_nd_jb_dm1_min,16
p_jb_nd_jb_dm2_max,15
bnd_load_forecast_boundary_day_mean,15
rt_jb_jb_dm2_max,15
pv_actual_jb_dm1_std,15
bnd_gas_plan_boundary_jb_day_std,14
re_penetration_actual_dm1,14
p_jb_jb_3d_avg,14
p_jb_nd_jb_dm1_mean,14
p_jn_nd_jn_dm2_max,14
bnd_wind_forecast_boundary_jn_day_std,14
re_total_day_mean,14
pv_actual_jb_dm1_mean,14
load_actual_dm1_mean,14
rt_jb_jb_dm1_floor_rate,14
receive_actual_dm1_std,14
bnd_pv_forecast_boundary_jn_day_std,13
rt_jb_nd_jb_dm1_mean,13
p_jb_jb_dm7_mean,13
p_jb_nd_jb_dm2_mean,13
trend_7d_rt_jn,13
trend_7d_da_jn,13
da_day_max,13
p_jn_nd_jn_dm2_std,12
da_floor_rate,12
p_jn_nd_jn_dm1_max,12
rt_target_3d_avg,12
bnd_reserve_negative_day_std,12
bnd_wind_forecast_boundary_jn_day_mean,12
p_jn_jn_dm1_max,11
p_jb_jb_dm1_std,11
rt_jn_nd_jn_dm2_std,11
p_jn_jn_dm1_min,11
rt_jb_nd_jb_dm1_min,10
p_jb_nd_jb_3d_avg,10
bnd_pv_forecast_boundary_jb_day_std,10
rt_jb_jb_dm1_spike_rate,10
rt_jn_jn_dm2_floor_rate,10
rt_jn_nd_jn_dm1_min,10
p_jn_nd_jn_3d_avg,10
rt_jn_jn_dm2_min,10
net_load_day_mean,9
p_jn_nd_jn_dm2_mean,9
rt_jn_nd_jn_dm1_spike_rate,9
p_jn_jn_dm2_max,9
bnd_reserve_negative_diff,9
p_jn_nd_jn_dm2_min,9
dm1_da_floor_rate,8
hh_rt_jn_floor_rate_7d,8
p_jb_jb_dm1_max,8
da_day_min,8
rt_jn_jn_dm1_mean,8
rt_jn_jn_dm2_spike_rate,8
rt_jn_jn_dm1_spike_rate,8
rt_jb_nd_jb_dm2_mean,7
da_spike_rate,7
rt_jn_nd_jn_dm1_mean,7
rt_jn_nd_jn_dm1_floor_rate,7
hh_rt_jb_floor_rate_7d,7
bnd_gas_plan_boundary_jb_diff,7
p_jb_jb_dm7_min,7
p_jn_jn_dm7_min,7
rt_jn_nd_jn_dm2_floor_rate,7
dow,7
rt_jb_nd_jb_dm1_floor_rate,6
rt_jb_jb_dm2_min,6
rt_jn_jn_dm1_floor_rate,6
p_jb_jb_dm2_min,5
dm1_da_spike_rate,5
p_jb_nd_jb_dm7_mean,5
rt_jn_nd_jn_dm2_spike_rate,5
p_jb_jb_dm1_min,5
hh_da_floor_rate_7d,5
rt_jn_jn_dm1_max,4
rt_jb_jb_dm1_min,4
rt_jn_nd_jn_dm1_max,4
rt_jn_nd_jn_dm2_mean,4
dm1_rt_spike_rate,4
rt_jb_nd_jb_dm2_floor_rate,4
rt_jb_jb_dm1_max,3
rt_jb_jb_dm2_spike_rate,3
dm1_rt_floor_rate,2
rt_jn_jn_dm2_max,2
rt_jb_nd_jb_dm2_spike_rate,2
rt_jn_jn_dm1_min,1
dm1_rt_floor_count,0
rt_jb_nd_jb_dm1_spike_rate,0
is_weekend,0
month,0
