feature,importance
bnd_reserve_positive,313
bnd_reserve_negative,309
hh_index,194
p_jn_jn_dm1_same_hh,190
bnd_gas_plan_boundary_jn,187
bnd_gas_plan_boundary_jb_rank,183
p_jn_jn_dm2_same_hh_diff,174
bnd_reserve_positive_day_mean,150
wind_actual_jb_dm1_same_hh,145
bnd_load_forecast_boundary,143
bnd_load_forecast_boundary_day_std,136
re_total,135
bnd_reserve_positive_diff,135
bnd_wind_forecast_boundary_jn_rank,126
re_penetration,126
p_jb_jb_dm7_same_hh_diff,125
bnd_wind_forecast_boundary_jb,123
net_load,121
bnd_load_forecast_boundary_day_mean,117
bnd_pv_forecast_boundary_jb_rank,116
rt_jb_nd_jb_dm1_std,116
receive_actual_dm1_same_hh,114
p_jn_nd_jn_dm1_same_hh,114
p_jb_jb_dm1_max,109
p_jb_nd_jb_dm1_max,108
rt_jn_jn_dm1_same_hh,107
wind_actual_jn_dm1_same_hh,106
bnd_wind_forecast_boundary_jb_rank,105
p_jn_jn_dm1_same_hh_diff,102
pv_actual_jb_dm1_same_hh,98
p_jb_jb_dm1_std,97
load_actual_dm1_std,93
p_jn_nd_jn_dm2_same_hh,93
p_jb_jb_dm1_mean,93
p_jb_jb_dm2_same_hh_diff,90
p_jb_nd_jb_dm2_same_hh_diff,89
bnd_pv_forecast_boundary_jb,89
p_jn_jn_dm7_same_hh_diff,89
rt_jb_nd_jb_dm2_std,89
dm1_spread_jb_same_hh,87
p_jn_jn_dm7_same_hh,85
p_jn_jn_dm2_same_hh,83
p_jb_jb_dm1_same_hh_diff,82
bnd_load_forecast_boundary_rank,82
load_actual_dm1_same_hh,79
p_jn_nd_jn_dm7_same_hh,78
p_jn_jn_3d_trend,77
p_jb_nd_jb_dm7_same_hh_diff,77
bnd_reserve_positive_rank,75
bnd_gas_plan_boundary_jb,75
p_jn_jn_dm1_mean,73
p_jn_nd_jn_dm2_same_hh_diff,73
bnd_reserve_negative_day_mean,71
net_load_actual_dm1_same_hh,71
p_jn_nd_jn_dm1_same_hh_diff,71
receive_actual_dm1_mean,70
p_jb_nd_jb_3d_trend,69
wind_actual_jn_dm1_mean,69
p_jn_nd_jn_dm7_min,68
bnd_gas_plan_boundary_jn_day_mean,67
rt_jb_jb_dm2_same_hh,66
p_jn_nd_jn_dm7_same_hh_diff,66
bnd_reserve_negative_rank,65
rt_jn_jn_dm2_mean,65
pv_actual_jn_dm1_same_hh,64
bnd_gas_plan_boundary_jn_day_std,62
rt_jn_nd_jn_dm1_same_hh,61
bnd_gas_plan_boundary_jn_rank,60
vol_7d_jb,60
gas_actual_jn_dm1_std,60
load_fcst_err_dm1_mean,56
dm1_spread_jn_abs_mean,56
bnd_wind_forecast_boundary_jn_day_mean,56
p_jb_nd_jb_dm1_same_hh,55
re_fcst_err_dm1_std,55
p_jb_nd_jb_dm7_std,55
wind_actual_jb_dm1_mean,54
p_jb_jb_3d_trend,54
bnd_pv_forecast_boundary_jn_rank,53
p_jb_nd_jb_dm2_same_hh,53
p_jb_nd_jb_dm7_same_hh,52
wind_actual_jb_dm1_std,46
p_jb_nd_jb_dm1_same_hh_diff,45
p_jb_nd_jb_dm7_max,45
rt_jb_nd_jb_dm1_same_hh,45
p_jn_jn_dm1_std,44
dm1_spread_jb_mean,42
bnd_receive_plan_boundary_day_mean,42
gas_actual_jb_dm1_same_hh,41
pv_actual_jn_dm1_std,39
bnd_gas_plan_boundary_jb_day_mean,39
gas_actual_jn_dm1_same_hh,38
gas_actual_jb_dm1_mean,38
rt_jb_jb_dm1_same_hh,37
rt_jn_jn_dm1_std,36
p_jn_nd_jn_dm1_std,32
p_jb_jb_dm2_min,25
pv_actual_jn_dm1_mean,25
rt_jn_nd_jn_dm2_spike_rate,21
pv_actual_jb_dm1_std,19
